id,item,buyout,quantity,time_left,bid
309754424,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 86529}], 'pet_breed_id': 5, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2422}",216579900,1,SHORT,205750900.0
309754443,"{'id': 12610, 'modifiers': [{'type': 28, 'value': 1418}]}",128588300,1,SHORT,127302400.0
309754460,"{'id': 55043, 'modifiers': [{'type': 28, 'value': 1410}]}",33626600,1,SHORT,33290300.0
309754479,"{'id': 87562, 'modifiers': [{'type': 28, 'value': 1410}]}",460959900,1,SHORT,456350300.0
309754500,"{'id': 171412, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",62148900,1,SHORT,61527400.0
309754519,"{'id': 77535, 'modifiers': [{'type': 28, 'value': 860}]}",237737200,1,SHORT,235359800.0
309754546,"{'id': 20832, 'modifiers': [{'type': 28, 'value': 1418}]}",366666700,1,SHORT,363000000.0
309754569,"{'id': 22383, 'modifiers': [{'type': 28, 'value': 1418}]}",1990000000,1,SHORT,1970100000.0
309754587,"{'id': 43591, 'modifiers': [{'type': 28, 'value': 1734}]}",58063500,1,SHORT,57482900.0
309754605,"{'id': 4329, 'modifiers': [{'type': 28, 'value': 1418}]}",286104700,1,SHORT,283243700.0
309754631,{'id': 203809},84510300,1,SHORT,83665200.0
309754643,"{'id': 25683, 'modifiers': [{'type': 28, 'value': 1735}]}",80000000,1,SHORT,79200000.0
309754672,"{'id': 25681, 'modifiers': [{'type': 28, 'value': 1735}]}",82608900,1,SHORT,81782800.0
309754696,"{'id': 77538, 'modifiers': [{'type': 28, 'value': 860}]}",273813600,1,SHORT,271075500.0
309754713,"{'id': 172329, 'context': 63, 'bonus_lists': [6716, 7193, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",24998000,1,SHORT,24748000.0
309754735,"{'id': 203817, 'bonus_lists': [3728], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 18}]}",364505600,1,SHORT,360860500.0
309754755,"{'id': 44949, 'modifiers': [{'type': 28, 'value': 1734}]}",158549100,1,SHORT,156963600.0
309754776,"{'id': 42554, 'modifiers': [{'type': 28, 'value': 1734}]}",289953900,1,SHORT,287054400.0
309754799,"{'id': 138791, 'context': 13}",24260600,1,SHORT,24018000.0
309754816,"{'id': 24253, 'modifiers': [{'type': 28, 'value': 1735}]}",112278700,1,SHORT,111155900.0
309754839,"{'id': 173242, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",50723200,1,SHORT,50216000.0
309754860,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7194, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",42694800,1,SHORT,42267900.0
309754878,"{'id': 87566, 'modifiers': [{'type': 28, 'value': 1410}]}",405379400,1,SHORT,401325600.0
309754919,"{'id': 172321, 'context': 63, 'bonus_lists': [6716, 7194, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",86850200,1,SHORT,85981700.0
309754942,"{'id': 173244, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",43205000,1,SHORT,42773000.0
309754967,"{'id': 12614, 'modifiers': [{'type': 28, 'value': 1418}]}",109883600,1,SHORT,108784800.0
309754988,"{'id': 69953, 'modifiers': [{'type': 28, 'value': 1410}]}",246483600,1,SHORT,244018800.0
309755039,"{'id': 30034, 'modifiers': [{'type': 28, 'value': 1735}]}",1913848400,1,SHORT,1894709900.0
309755060,"{'id': 15045, 'modifiers': [{'type': 28, 'value': 1418}]}",98576000,1,SHORT,97590200.0
309755082,"{'id': 43593, 'modifiers': [{'type': 28, 'value': 1734}]}",56054400,1,SHORT,55493900.0
309755104,"{'id': 171418, 'context': 63, 'bonus_lists': [6716, 7194, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",59185500,1,SHORT,58593600.0
309755132,"{'id': 59448, 'modifiers': [{'type': 28, 'value': 1410}]}",171835100,1,SHORT,170116700.0
309755155,"{'id': 173246, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",58338600,1,SHORT,57755200.0
309755175,"{'id': 62235, 'modifiers': [{'type': 28, 'value': 1410}]}",326141400,1,SHORT,322880000.0
309755198,"{'id': 49890, 'modifiers': [{'type': 28, 'value': 1734}]}",817329900,1,SHORT,809156600.0
309755216,{'id': 206514},897412600,1,SHORT,888438500.0
309755235,"{'id': 15999, 'context': 1, 'modifiers': [{'type': 28, 'value': 1418}]}",26082000,1,SHORT,25821200.0
309755258,"{'id': 87561, 'modifiers': [{'type': 28, 'value': 1410}]}",784518400,1,SHORT,776673200.0
309755278,{'id': 207559},580855500,1,SHORT,575046900.0
309755303,{'id': 206479},1990000000,1,SHORT,1970100000.0
309755322,"{'id': 11290, 'modifiers': [{'type': 28, 'value': 1418}]}",24012800,1,SHORT,23772700.0
309755336,{'id': 203803},468947600,1,SHORT,464258100.0
309755362,{'id': 206478},999990000,1,SHORT,989990100.0
309755381,{'id': 206481},999990000,1,SHORT,989990100.0
309755398,{'id': 203814},283688500,1,SHORT,280851600.0
309755422,{'id': 203812},18995700,1,SHORT,18805700.0
309755438,{'id': 203819},254408400,1,SHORT,251864300.0
309755453,"{'id': 77534, 'modifiers': [{'type': 28, 'value': 860}]}",315513500,1,SHORT,312358400.0
309755470,"{'id': 42551, 'modifiers': [{'type': 28, 'value': 1734}]}",246262200,1,SHORT,243799600.0
309755490,{'id': 207563},32707600,1,SHORT,32380500.0
309755501,"{'id': 77537, 'modifiers': [{'type': 28, 'value': 860}]}",189132100,1,SHORT,187240800.0
309755515,"{'id': 172315, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",58229300,1,SHORT,57647000.0
309755532,"{'id': 10499, 'context': 1, 'modifiers': [{'type': 28, 'value': 1418}]}",29986600,1,SHORT,29686700.0
309755549,{'id': 206482},1788716400,1,SHORT,1770829200.0
309755565,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 78244}], 'pet_breed_id': 3, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 2403}",212379200,1,SHORT,201760200.0
309755583,"{'id': 138793, 'context': 13}",6500000,1,SHORT,6435000.0
309755598,{'id': 206496},663059500,1,SHORT,656428900.0
309755613,{'id': 207564},1845451900,1,SHORT,1826997400.0
309755627,"{'id': 173247, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",39502300,1,SHORT,39107300.0
309755643,"{'id': 55052, 'modifiers': [{'type': 28, 'value': 1410}]}",123143900,1,SHORT,121912500.0
309755658,"{'id': 12636, 'modifiers': [{'type': 28, 'value': 1418}]}",690947000,1,SHORT,684037500.0
309755675,{'id': 207557},1595521100,1,SHORT,1579565900.0
309755696,{'id': 207560},1990000000,1,SHORT,1970100000.0
309755719,"{'id': 23535, 'modifiers': [{'type': 28, 'value': 1735}]}",2029311900,1,SHORT,2009018800.0
309755732,"{'id': 11289, 'modifiers': [{'type': 28, 'value': 1418}]}",27894000,1,SHORT,27615100.0
309755754,"{'id': 171417, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",59997700,1,SHORT,59397700.0
309755763,{'id': 203816},449476400,1,SHORT,444981600.0
309755782,{'id': 203796},767226700,1,SHORT,759554400.0
309755802,"{'id': 12612, 'modifiers': [{'type': 28, 'value': 1418}]}",76868300,1,SHORT,76099600.0
309755822,"{'id': 173248, 'context': 63, 'bonus_lists': [6716, 7194, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",65970900,1,SHORT,65311200.0
309755845,"{'id': 20477, 'modifiers': [{'type': 28, 'value': 1418}]}",83197000,1,SHORT,82365000.0
309755867,"{'id': 23761, 'modifiers': [{'type': 28, 'value': 1735}]}",547973600,1,SHORT,542493900.0
309755881,"{'id': 206480, 'context': 1}",499990000,1,SHORT,494990100.0
309755899,"{'id': 23758, 'bonus_lists': [1694], 'modifiers': [{'type': 28, 'value': 1735}]}",161628600,1,SHORT,160012300.0
309755922,"{'id': 43592, 'modifiers': [{'type': 28, 'value': 1734}]}",59884600,1,SHORT,59285800.0
309755934,"{'id': 20539, 'modifiers': [{'type': 28, 'value': 1418}]}",135094800,1,SHORT,133743900.0
309763560,"{'id': 79342, 'modifiers': [{'type': 28, 'value': 860}]}",84284000,1,SHORT,83441200.0
309763579,"{'id': 12625, 'modifiers': [{'type': 28, 'value': 1418}]}",859225200,1,SHORT,850632900.0
309763591,"{'id': 25682, 'modifiers': [{'type': 28, 'value': 1735}]}",45000000,1,SHORT,44550000.0
309763604,"{'id': 12640, 'modifiers': [{'type': 28, 'value': 1418}]}",2337215700,1,SHORT,2313843500.0
309763616,"{'id': 172322, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",60003200,1,SHORT,59403200.0
309763634,"{'id': 3854, 'context': 1, 'modifiers': [{'type': 28, 'value': 1418}]}",176303000,1,SHORT,174540000.0
309763651,{'id': 207555},1990000000,1,SHORT,1970100000.0
309763668,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 86135}], 'pet_breed_id': 8, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2189}",297482500,1,SHORT,282608400.0
309763683,"{'id': 12790, 'modifiers': [{'type': 28, 'value': 1418}]}",754670100,1,SHORT,747123400.0
309763708,"{'id': 16004, 'context': 1, 'modifiers': [{'type': 28, 'value': 1418}]}",389608100,1,SHORT,385712000.0
309763723,{'id': 206483},1473838500,1,SHORT,1459100100.0
309763736,"{'id': 4258, 'modifiers': [{'type': 28, 'value': 1418}]}",308975200,1,SHORT,305885400.0
309763763,"{'id': 79339, 'modifiers': [{'type': 28, 'value': 860}]}",87402000,1,SHORT,86528000.0
309763785,{'id': 203807},990133800,1,SHORT,980232500.0
309763801,"{'id': 42552, 'modifiers': [{'type': 28, 'value': 1734}]}",241254300,1,SHORT,238841800.0
309763813,"{'id': 203804, 'bonus_lists': [3728], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 18}]}",999995600,1,SHORT,989995600.0
309763829,"{'id': 172316, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",56112300,1,SHORT,55551200.0
309763848,"{'id': 42553, 'context': 1, 'modifiers': [{'type': 28, 'value': 1734}]}",327208800,1,SHORT,323936700.0
309763870,"{'id': 59453, 'modifiers': [{'type': 28, 'value': 1410}]}",185499400,1,SHORT,183644400.0
309763888,"{'id': 79333, 'modifiers': [{'type': 28, 'value': 860}]}",74263700,1,SHORT,73521100.0
309763906,{'id': 203813},33256500,1,SHORT,32923900.0
309763930,"{'id': 43594, 'modifiers': [{'type': 28, 'value': 1734}]}",435361600,1,SHORT,431008000.0
309763944,{'id': 203811},76420400,1,SHORT,75656200.0
309764078,"{'id': 172318, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",67197900,1,SHORT,66525900.0
309764094,"{'id': 55246, 'modifiers': [{'type': 28, 'value': 1410}]}",45626900,1,SHORT,45170600.0
309764112,"{'id': 32420, 'modifiers': [{'type': 28, 'value': 1735}]}",216193100,1,SHORT,214031200.0
309764127,"{'id': 173241, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",58998400,1,SHORT,58408400.0
309764155,"{'id': 204404, 'modifiers': [{'type': 28, 'value': 2164}]}",25257500,1,SHORT,25004900.0
309764176,"{'id': 21278, 'modifiers': [{'type': 28, 'value': 1418}]}",216592000,1,SHORT,214426100.0
309764199,"{'id': 55046, 'modifiers': [{'type': 28, 'value': 1410}]}",55139600,1,SHORT,54588200.0
309764224,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 80029}], 'pet_breed_id': 5, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2426}",191308100,1,SHORT,181742700.0
309764243,"{'id': 171415, 'context': 63, 'bonus_lists': [6716, 7193, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",32007600,1,SHORT,31687500.0
309764266,"{'id': 207562, 'context': 1}",421921900,1,SHORT,417702700.0
309764285,"{'id': 172317, 'context': 63, 'bonus_lists': [6716, 7194, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",58065600,1,SHORT,57484900.0
309764313,{'id': 203820},260406800,1,SHORT,257802700.0
309764338,"{'id': 172320, 'context': 63, 'bonus_lists': [6716, 7193, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",68027200,1,SHORT,67346900.0
309765539,"{'id': 12611, 'modifiers': [{'type': 28, 'value': 1418}]}",142835400,1,SHORT,141407000.0
309765557,"{'id': 172325, 'context': 63, 'bonus_lists': [6716, 7194, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",62055200,1,SHORT,61434600.0
309765576,"{'id': 173243, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",72898600,1,SHORT,72169600.0
309765598,"{'id': 172314, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",64380000,1,SHORT,63736200.0
309765618,"{'id': 43590, 'modifiers': [{'type': 28, 'value': 1734}]}",58515500,1,SHORT,57930300.0
309767152,"{'id': 172326, 'context': 63, 'bonus_lists': [6716, 8156, 1487], 'modifiers': [{'type': 28, 'value': 2142}]}",57361300,1,SHORT,56787700.0
309767163,{'id': 206477},123373200,1,SHORT,122139500.0
309767175,"{'id': 29505, 'modifiers': [{'type': 28, 'value': 1735}]}",3171084600,1,SHORT,3139373800.0
309767191,{'id': 207558},1393786400,1,SHORT,1379848500.0
309767206,{'id': 203966},356179400,1,SHORT,352617600.0
309767222,"{'id': 18486, 'modifiers': [{'type': 28, 'value': 1418}]}",95000000,1,SHORT,94050000.0
309767237,"{'id': 20954, 'modifiers': [{'type': 28, 'value': 1418}]}",98448900,1,SHORT,97464400.0
309767253,"{'id': 19156, 'modifiers': [{'type': 28, 'value': 1418}]}",230350600,1,SHORT,228047100.0
309767267,"{'id': 25680, 'modifiers': [{'type': 28, 'value': 1735}]}",56398300,1,SHORT,55834300.0
309767283,"{'id': 77536, 'modifiers': [{'type': 28, 'value': 860}]}",231144000,1,SHORT,228832600.0
309767299,"{'id': 43595, 'modifiers': [{'type': 28, 'value': 1734}]}",58046200,1,SHORT,57465700.0
309767313,{'id': 207561},699664400,1,SHORT,692667800.0
309767326,"{'id': 4323, 'modifiers': [{'type': 28, 'value': 1418}]}",186280900,1,SHORT,184418100.0
309767350,{'id': 203810},48491700,1,SHORT,48006800.0
309767365,"{'id': 15056, 'modifiers': [{'type': 28, 'value': 1418}]}",94596300,1,SHORT,93650300.0
309772016,"{'id': 234420, 'modifiers': [{'type': 28, 'value': 2992}]}",19000000,1,MEDIUM,
309772158,"{'id': 234386, 'modifiers': [{'type': 28, 'value': 2992}]}",15009900,1,MEDIUM,
309772286,"{'id': 234419, 'modifiers': [{'type': 28, 'value': 2992}]}",17995500,1,MEDIUM,
309772394,"{'id': 234417, 'modifiers': [{'type': 28, 'value': 2992}]}",29995100,1,MEDIUM,
309782206,"{'id': 234416, 'modifiers': [{'type': 28, 'value': 2992}]}",54000000,1,MEDIUM,
309783782,"{'id': 234416, 'modifiers': [{'type': 28, 'value': 2992}]}",54000000,1,MEDIUM,
309784182,"{'id': 223099, 'context': 11, 'modifiers': [{'type': 28, 'value': 2838}]}",50000100,1,MEDIUM,
309784358,"{'id': 13520, 'context': 22, 'modifiers': [{'type': 28, 'value': 2872}]}",97000,1,MEDIUM,
309860841,"{'id': 224618, 'context': 26, 'bonus_lists': [11943, 6652, 1713, 10844, 1527], 'modifiers': [{'type': 28, 'value': 2462}]}",97887800,1,MEDIUM,
309912519,"{'id': 24871, 'context': 22, 'bonus_lists': [6654, 1707], 'modifiers': [{'type': 9, 'value': 80}, {'type': 28, 'value': 778}]}",37002900,1,MEDIUM,
309912964,"{'id': 24903, 'context': 22, 'bonus_lists': [6654, 1678], 'modifiers': [{'type': 9, 'value': 80}, {'type': 28, 'value': 778}]}",39009700,1,MEDIUM,
309913300,"{'id': 24693, 'context': 22, 'bonus_lists': [6654, 1707], 'modifiers': [{'type': 9, 'value': 80}, {'type': 28, 'value': 778}]}",26004700,1,MEDIUM,
309913627,"{'id': 25008, 'context': 22, 'bonus_lists': [6654, 1707], 'modifiers': [{'type': 9, 'value': 80}, {'type': 28, 'value': 778}]}",25880000,1,MEDIUM,
309913948,"{'id': 25006, 'context': 22, 'bonus_lists': [6654, 1680], 'modifiers': [{'type': 9, 'value': 80}, {'type': 28, 'value': 778}]}",25002400,1,MEDIUM,
309914580,"{'id': 24653, 'context': 22, 'bonus_lists': [6654, 1679], 'modifiers': [{'type': 9, 'value': 80}, {'type': 28, 'value': 778}]}",25008000,1,MEDIUM,
309915003,"{'id': 24939, 'context': 22, 'bonus_lists': [6654, 1681], 'modifiers': [{'type': 9, 'value': 80}, {'type': 28, 'value': 778}]}",52006400,1,MEDIUM,
309915382,"{'id': 224615, 'context': 26, 'bonus_lists': [10288, 6652, 10876, 1685, 10844, 1488], 'modifiers': [{'type': 28, 'value': 2462}]}",81117300,1,MEDIUM,
309915775,"{'id': 36399, 'context': 5, 'bonus_lists': [6654, 1693], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 1020}]}",10002900,1,MEDIUM,
309918415,"{'id': 7341, 'modifiers': [{'type': 28, 'value': 2888}]}",50000000,1,MEDIUM,
309919254,"{'id': 224612, 'context': 27, 'bonus_lists': [11944, 6652, 1713, 10844, 1530, 10254], 'modifiers': [{'type': 28, 'value': 2462}]}",197820000,1,MEDIUM,
309923033,"{'id': 234381, 'modifiers': [{'type': 28, 'value': 2992}]}",19999900,1,MEDIUM,
309923103,"{'id': 234419, 'modifiers': [{'type': 28, 'value': 2992}]}",17995500,1,MEDIUM,
309923221,"{'id': 234420, 'modifiers': [{'type': 28, 'value': 2992}]}",19000000,1,MEDIUM,
309923310,"{'id': 234380, 'modifiers': [{'type': 28, 'value': 2992}]}",9999900,1,MEDIUM,
309958689,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 23574}], 'pet_breed_id': 5, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 175}",220000,1,MEDIUM,
309966819,"{'id': 234418, 'modifiers': [{'type': 28, 'value': 2992}]}",19995000,1,MEDIUM,
309966841,"{'id': 234418, 'modifiers': [{'type': 28, 'value': 2992}]}",19995000,1,MEDIUM,
309966860,"{'id': 234418, 'modifiers': [{'type': 28, 'value': 2992}]}",19995000,1,MEDIUM,
309967102,"{'id': 154159, 'context': 13, 'bonus_lists': [1711], 'modifiers': [{'type': 28, 'value': 708}]}",36056900,1,MEDIUM,
309967125,"{'id': 116619, 'context': 1, 'bonus_lists': [6655, 121], 'modifiers': [{'type': 9, 'value': 40}, {'type': 28, 'value': 2216}]}",46667600,1,MEDIUM,
309967191,"{'id': 170363, 'context': 13, 'bonus_lists': [1717], 'modifiers': [{'type': 28, 'value': 708}]}",64484400,1,MEDIUM,
309967215,"{'id': 2579, 'modifiers': [{'type': 28, 'value': 1418}]}",18252900,1,MEDIUM,
309967320,"{'id': 159891, 'context': 13, 'bonus_lists': [1681], 'modifiers': [{'type': 28, 'value': 708}]}",36985100,1,MEDIUM,
309967403,"{'id': 10056, 'modifiers': [{'type': 28, 'value': 1418}]}",21111100,1,MEDIUM,
309967530,"{'id': 10510, 'modifiers': [{'type': 28, 'value': 1418}]}",26024800,1,MEDIUM,
309967576,"{'id': 10052, 'modifiers': [{'type': 28, 'value': 1418}]}",22013700,1,MEDIUM,
309967600,"{'id': 159892, 'context': 13, 'bonus_lists': [1688], 'modifiers': [{'type': 28, 'value': 708}]}",36688900,1,MEDIUM,
309967718,{'id': 207563},26952600,1,MEDIUM,
309967797,"{'id': 4332, 'modifiers': [{'type': 28, 'value': 1418}]}",20431900,1,MEDIUM,
309967956,"{'id': 217146, 'context': 13, 'bonus_lists': [11318, 10837, 10833, 9627, 10840], 'modifiers': [{'type': 28, 'value': 2734}, {'type': 29, 'value': 49}, {'type': 30, 'value': 40}, {'type': 38, 'value': 8}, {'type': 39, 'value': 49930}, {'type': 40, 'value': 1316}, {'type': 41, 'value': 55}, {'type': 42, 'value': 284}, {'type': 43, 'value': 210221}]}",30000000,1,MEDIUM,
309967987,"{'id': 217146, 'context': 13, 'bonus_lists': [11318, 10837, 10832, 9627, 10840], 'modifiers': [{'type': 28, 'value': 2734}, {'type': 29, 'value': 40}, {'type': 30, 'value': 32}, {'type': 38, 'value': 8}, {'type': 39, 'value': 49930}, {'type': 40, 'value': 1316}, {'type': 41, 'value': 55}, {'type': 42, 'value': 320}, {'type': 43, 'value': 210221}]}",30000000,1,MEDIUM,
309968248,"{'id': 44438, 'modifiers': [{'type': 28, 'value': 1734}]}",34154800,1,MEDIUM,
309968318,"{'id': 10499, 'modifiers': [{'type': 28, 'value': 1418}]}",26673100,1,MEDIUM,
309968351,"{'id': 15995, 'modifiers': [{'type': 28, 'value': 1418}]}",24141700,1,MEDIUM,
309968422,"{'id': 6263, 'modifiers': [{'type': 28, 'value': 1418}]}",27034400,1,MEDIUM,
309968448,"{'id': 159885, 'context': 13, 'bonus_lists': [1714], 'modifiers': [{'type': 28, 'value': 708}]}",36877500,1,MEDIUM,
309968480,"{'id': 217148, 'context': 13, 'bonus_lists': [11318, 9627, 10840], 'modifiers': [{'type': 28, 'value': 2734}, {'type': 29, 'value': 49}, {'type': 30, 'value': 36}, {'type': 38, 'value': 8}, {'type': 39, 'value': 49932}, {'type': 40, 'value': 1318}, {'type': 41, 'value': 55}, {'type': 42, 'value': 283}, {'type': 43, 'value': 210221}]}",30000000,1,MEDIUM,
309968501,"{'id': 217148, 'context': 13, 'bonus_lists': [11318, 9627, 10840], 'modifiers': [{'type': 28, 'value': 2734}, {'type': 29, 'value': 49}, {'type': 30, 'value': 32}, {'type': 38, 'value': 8}, {'type': 39, 'value': 49932}, {'type': 40, 'value': 1318}, {'type': 42, 'value': 275}, {'type': 43, 'value': 210221}]}",30000000,1,MEDIUM,
309968549,"{'id': 225375, 'context': 13, 'bonus_lists': [11318, 9627, 10840], 'modifiers': [{'type': 28, 'value': 2734}, {'type': 29, 'value': 36}, {'type': 30, 'value': 40}, {'type': 38, 'value': 8}, {'type': 39, 'value': 51266}, {'type': 40, 'value': 2434}, {'type': 41, 'value': 58}, {'type': 42, 'value': 293}, {'type': 43, 'value': 210221}]}",30000000,1,MEDIUM,
